AuthorID,Author,Date,Content,Attachments,Reactions,Channel_name,Attachment_type,ReactionsCount,Content_Length,dt
7.86207E+17,ashiitaa__#1449,2022-04-08 17:57:00,"guys! 
I successfully completed my frontend third goal 
and my overall experience was too good, I learned many things that I didn't knew earlier.
THANK YOU SO MUCH TO COMPLETE EXPLORIN for this wonderful opportunity 
now I'm thinking to know more about webdev in future :""')",https://cdn.discordapp.com/attachments/894962480084815873/961965481189859338/unknown.png,"👏 (2),🔥 (1)",software-development,image,3,274,2022-04-08
6.65931E+17,Mohit#0923,2022-04-08 19:58:00,"Hello everyone I have completed my full stack II goal 2
and it was a great experience, i learned about django rest framework, RESTful API, concept behind serializers. I have created APIs for my Blog Application-
https://github.com/Mohit-IITR/Blog-App",null,🔥 (1),software-development,null,1,250,2022-04-08
7.60346E+17,argus#2468,2022-04-08 22:40:00,"Day 82, 83 done!",null,null,meditation,null,0,16,2022-04-08
7.47722E+17,Divyansh#4279,2022-04-08 23:25:00,Day 16 done,null,null,meditation,null,0,11,2022-04-08
7.20384E+17,SimpHunter#2160,2022-04-08 23:57:00,Day 5 done,null,null,meditation,null,0,10,2022-04-08
7.92017E+17,mephisto#3939,2022-04-09 11:20:00,"Hello everyone 
I'm currently trying to complete my Data Science III milestone. In that I have to build a fraud detection model. In the kaggle notebook provided the dataset attached has a column `isFlaggedFraud`  of which I couldn't understand the proper usage.
Please help me with this
😁@utkarsh @gargabhi",https://cdn.discordapp.com/attachments/894962480084815873/962228113599774770/Screenshot_2022-04-09_at_11.14.20.png,null,software-development,image,0,306,2022-04-09
7.74644E+17,utkarsh#1616,2022-04-09 14:42:00,"Hi Akash
isFlaggedFraud is a column which flags illigal attempts to transfer more than 200,000 in a single transaction. Although isFraud is always set when isFlagged fraud is set, since isFlaggedFraud is set only 16 times in the original dataset we have dropped that column in assignment  to make your job easier. 🥂",null,null,software-development,null,0,315,2022-04-09
7.92017E+17,mephisto#3939,2022-04-09 15:40:00,Thankssss,null,null,software-development,null,0,9,2022-04-09
7.56951E+17,Keshav Bidawatka#6333,2022-04-09 22:01:00,"Meditation done for today
Was trying to understand the inner conscience",null,null,meditation,null,0,71,2022-04-09
7.56951E+17,Keshav Bidawatka#6333,2022-04-09 22:08:00,"This is so cool Ashita🔥
Blessed to hear that Explorin is able to ignite the fire inside you.

What is the most amazing thing you learnt in goal 3?",null,null,software-development,null,0,146,2022-04-09
7.60346E+17,argus#2468,2022-04-09 22:17:00,Day 84 done,null,null,meditation,null,0,11,2022-04-09
7.56951E+17,Keshav Bidawatka#6333,2022-04-09 23:24:00,"wrote on the zooming in and out realization today:
https://www.linkedin.com/posts/keshav-bidawatka-3323b2176_leadership-productmanagement-startuplessons-activity-6918616763379195904-tZ2b?utm_source=linkedin_share&utm_medium=member_desktop_web

looking forward to your views",null,null,writing,null,0,273,2022-04-09
7.56951E+17,Keshav Bidawatka#6333,2022-04-09 23:26:00,"amazing view point
Cheers to the journey towards finding our internal inspiration 🔥",null,null,writing,null,0,83,2022-04-09
7.56951E+17,Keshav Bidawatka#6333,2022-04-10 02:46:00,"What's up @notsosuresudhanshu ?
Are you facing any blockers in your streak?",null,null,self-mirror-talk,null,0,75,2022-04-10
7.56951E+17,Keshav Bidawatka#6333,2022-04-10 02:47:00,"@kyubi how's your recovery going? 
Am missing getting inspiration from you",null,null,physical-fitness,null,0,74,2022-04-10
7.56951E+17,Keshav Bidawatka#6333,2022-04-10 03:40:00,Aspiring Product Managers beware😬😬,https://cdn.discordapp.com/attachments/894962526947774494/962474721205710858/Screenshot_20220410-034007.jpg,🙂 (3),finance,image,3,34,2022-04-10
7.20384E+17,SimpHunter#2160,2022-04-10 03:44:00,Day 6 done,null,null,meditation,null,0,10,2022-04-10
7.56951E+17,Keshav Bidawatka#6333,2022-04-10 04:54:00,"Reading 'The Lean Startup'
See how the author displays empathy towards the target readers in the last three lines 🥺",https://cdn.discordapp.com/attachments/917775514259845130/962493356133449808/IMG_20220410_045321__01.jpg,❤️ (1),reading,image,1,115,2022-04-10
7.47722E+17,Divyansh#4279,2022-04-10 05:20:00,Day 17 done,null,null,meditation,null,0,11,2022-04-10
7.16858E+17,Khush#2152,2022-04-10 05:27:00,"Reading done 
Insights -
There are two concepts principle and engineering . Well engineering may change with time but principles or laws remain intact . Laws are timeless and we need to focus more on timeless things because they never get old but instead we end up focusing on engineering .",null,💯 (1),reading,null,1,290,2022-04-10
7.16858E+17,Khush#2152,2022-04-10 05:33:00,"Day 4 done 
 We see by Bbreaking down things.
But Love is when you see how everything is integrated❤️",null,❤️‍🔥 (1),meditation,null,1,101,2022-04-10
5.38734E+17,kyubi#4824,2022-04-10 10:50:00,"Hello madhav prabhu, it ll take me around another 8/9 weeks before I can even think of running 😋 but the recovery is hopefully going good :"")",null,🥺 (1),physical-fitness,null,1,141,2022-04-10
8.9576E+17,anku#6461,2022-04-10 14:03:00,"Hi everyone! I am Mehak from Bathinda, Punjab. I am currently a student in 1st year of Global program in software engineering at Chitkara University. I don’t really have a coding background because till 10th I spent most of my time trying to get the highest marks in my class and I spent my 11th and 12th class preparing for jee while constantly debating in my mind if that is what I really wanted. Some of my hobbies include playing badminton, drawing, dancing (bhangra) and listening to music. I am also trying to inculcate the habbit of reading books. I always thought that gaining the highest marks will help me gain success mainly because it will make my parents feel proud of me. But after getting the highest marks in semester 1, I realised that I don’t want to be a part of this rat race anymore. I want to explore different fields, I want to learn new skills and I want to find something that inspires me to do something, not something I have do but something I want to do. I always wanted to try freelancing but due to hectic college life I haven’t had the time to learn new skills. First of all, I want to become financially independent so that I have the liberty to peruse my passion.",null,🔥 (4),intros,null,4,1196,2022-04-10
8.9576E+17,anku#6461,2022-04-10 14:04:00,"I am excited to be a part of this community, I feel really happy to see that there are many who feel the same and want to do something different.",null,null,intros,null,0,145,2022-04-10
8.68782E+17,jai2201#7481,2022-04-10 15:00:00,Project Review,null,null,software-development,null,0,14,2022-04-10
7.56951E+17,Keshav Bidawatka#6333,2022-04-10 15:00:00,"Meditation done for today
Was focused partly on the breath and partly on humming affirmations",null,null,meditation,null,0,93,2022-04-10
7.56951E+17,Keshav Bidawatka#6333,2022-04-10 15:03:00,"Oops! take care of yourself prabhu 💪
Meanwhile, are you able to practice meditation?",null,null,physical-fitness,null,0,84,2022-04-10
5.38734E+17,kyubi#4824,2022-04-10 15:33:00,"Not yet prabhu, I have tried it but I can't cross fold my legs yet so it doesn't work, hopefully I ll be able to start this soon, missing the calmness and serenity of meditation :)",null,👍 (1),physical-fitness,null,1,180,2022-04-10
7.56951E+17,Keshav Bidawatka#6333,2022-04-10 16:11:00,"wrote on the empathy displayed in the Lean Startup book:
https://www.linkedin.com/posts/keshav-bidawatka-3323b2176_productmanagement-empathy-entrepreneurship-activity-6918870424177049600-o_3C?utm_source=linkedin_share&utm_medium=member_desktop_web",null,null,writing,null,0,247,2022-04-10
7.80077E+17,Yogesh DM#4474,2022-04-10 22:03:00,"Hey guys ! This is Yogesh , sophomore at IIT Roorkee . I'm from Tamilnadu :)

I've been exploring the fields of stock market  , personal finance and basics of real estate investments . I'm a person who wants to build a career only on the field that I feel passionate about . Being a startup enthusiast , I enjoy reading case studies of various startups especially stuff related to marketing. 

I've been trying to day-trade in the stock markets from the past 5 months but not able to get a clear idea on how to progress ( Trading is something that I feel interested about ) . After staying confused for weeks on whether to focus on what I like to do or just to do what everyone around me is doing , I stumbled upon @anuj and he introduced me to this wonderful platform 🙂

Nice to meet you guys here . Hope we learn and grow together 🔥",null,🔥 (6),intros,null,6,834,2022-04-10
7.79746E+17,hitman#9339,2022-04-10 22:20:00,"Welcome yogesh!
First step towards success has been taken. You now have a community to support you and trading is something a lot of people here are interested in. @Prashant Jindal will guide us moving forward. Let's enjoy learning together. 🔥🔥🔥",null,😍 (3),intros,null,3,245,2022-04-10
7.56951E+17,Keshav Bidawatka#6333,2022-04-11 02:16:00,"Great going Mohit💪 
@Kishlay have a look at it",null,null,software-development,null,0,46,2022-04-11
7.47722E+17,Divyansh#4279,2022-04-11 02:16:00,Day 18 done,null,null,meditation,null,0,11,2022-04-11
7.56951E+17,Keshav Bidawatka#6333,2022-04-11 03:26:00,"The overarching vision of a startup rarely changes.
Product changes most frequently (optimization) and sometime strategy may have to change(pivot)

This matches with what @Explorin says:"" The vision of a startup should be big and abstract""

and hence it would only get concrete with time instead of changing",https://cdn.discordapp.com/attachments/917775514259845130/962833442960187482/20220411_032336.jpg,🙌 (2),reading,image,2,307,2022-04-11
8.01666E+17,anuj#7534,2022-04-11 03:26:00,Welcome Champ to the world of dreamers! Hope you achieve your dream life soon.,null,null,intros,null,0,78,2022-04-11
7.56951E+17,Keshav Bidawatka#6333,2022-04-11 03:33:00,"Hii Mehak
Blessed to have you here in the Institute of Dreamers🔥 

Good to hear that you have a diverse set of hobbies. And regarding your efforts to build a reading habit, please start updating your reading streak everyday in the #reading channel.

 This would help you get the  encouragement and perspectives from the community

I'm inspired to see you realise the rat race around you❤️‍🔥 

I assure you that you would be able to become financially independent by monetizing your career passion here at Explorin👍",null,"👍 (1),🙇‍♂️ (1)",intros,null,2,514,2022-04-11
8.9576E+17,anku#6461,2022-04-11 03:36:00,"@Keshav Bidawatka Hi !! I am thrilled to be here, I will start updating my reading streak from tomorrow onwards.👍 Thank you for  this suggestion. I can’t wait to explore and then finally find my passion😄.",null,🙇‍♂️ (4),intros,null,4,204,2022-04-11
7.56951E+17,Keshav Bidawatka#6333,2022-04-11 03:46:00,"Woww, love your enthusiasm🔥 

Eager to hear about your reading experiences😀",null,❤️‍🔥 (2),intros,null,2,75,2022-04-11
7.80077E+17,Yogesh DM#4474,2022-04-11 10:02:00,Hello guys ! I really love the idea of this section as well as the one for physical fitness . Would love to update my daily experiences here every night !,null,"🔥 (2),💪 (2)",daily-experiences,null,4,154,2022-04-11
7.80077E+17,Yogesh DM#4474,2022-04-11 23:32:00,Had a decent jog today 🙂,https://cdn.discordapp.com/attachments/917775616852500560/963137091246653510/IMG-20220411-WA0006.jpg,🔥 (2),physical-fitness,image,2,24,2022-04-11
8.11144E+17,Explorin#4311,2022-04-12 00:08:00,"Welcome to the community of fitness freaks, Yogesh",null,😍 (1),physical-fitness,null,1,50,2022-04-12
7.60346E+17,argus#2468,2022-04-12 00:51:00,"Day 85, 86 done!",null,null,meditation,null,0,16,2022-04-12
7.20384E+17,SimpHunter#2160,2022-04-12 01:33:00,"Hello Friends 
Today I have taken a new pledge from now on every day i would regularly take a cold shower at 5  AM in the morning. 

Regardless of whatever the consequences would be. 

I have observed that cold showers though painful at first work miraculously.",null,❤️‍🔥 (2),physical-fitness,null,2,261,2022-04-12
7.51843E+17,rupz#8120,2022-04-12 01:37:00,Inspired to see you make such a great commitment. Would love to hear your experience in the upcoming days! All the best✨,null,null,physical-fitness,null,0,120,2022-04-12
8.11144E+17,Explorin#4311,2022-04-12 01:38:00,The voice of your inner dreamer has started echoing inside my soul🔥,null,null,physical-fitness,null,0,67,2022-04-12
7.47722E+17,Divyansh#4279,2022-04-12 01:51:00,Day 19 done,null,null,meditation,null,0,11,2022-04-12
7.20384E+17,SimpHunter#2160,2022-04-12 01:53:00,Day 7 8 done,null,null,meditation,null,0,12,2022-04-12
8.11144E+17,Explorin#4311,2022-04-12 03:19:00,"108 & 109 skipped
110 pushups 
111 Yoga

Experience: I've experienced an increased energy levels after doing 15 mins of basic Yoga. The inner calmness that followed after the practice is indescribable. I'm planning to do it more frequently.",null,null,physical-fitness,null,0,240,2022-04-12
8.11144E+17,Explorin#4311,2022-04-12 03:23:00,"Day 107- 110 done and dusted

Consistently practiced for longer durations but still could not achieve that inner calmness these days. Today I've done Yoga for 15 min and had a great experience. Post that I have realized an inevitable relationship between mental and physical energies. From now on, I'll also focus upon reaching a irreversible balance between physical and mental energies ❤️",null,🔥 (4),meditation,null,4,390,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 03:49:00,"That's great to hear Yogesh💪 
Looking forward to hearing your daily experiences😋 

And don't forget to update your daily fitness streak in #physical-fitness channel

And feel free to suggest anything which we can add to our Dreamer discord community🌟",null,null,daily-experiences,null,0,250,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 03:57:00,"Welcome to the Dreamer Den Yogesh🙌

Blessed to hear that you have similar interests areas of startups, finance and business💪 
Feel free to post and discuss here anything which you find insightful in these topics

I assure that here you would be able to track your progress regularly💯 

Let's build our dream life together",null,🔥 (2),intros,null,2,321,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 04:02:00,"No worries prabhu
Being observant of your presence and activities is the essence of mindfulness. Hope you are able to practice that🌟",null,null,physical-fitness,null,0,132,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 04:03:00,"Woww🔥 
Inspired by your fresh injection of zeal into our dreamer community ❤️‍🔥",null,null,physical-fitness,null,0,79,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 04:05:00,"This gave me goosebumps Aayush😍 

Looking forward to hearing your life-changing experience ❤️ 

Btw what made you pick this ritual? Any story behind it?",null,null,physical-fitness,null,0,152,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 04:06:00,"Awesomesauce🔥🔥
Looking forward to doing dream yoga together 😋",null,null,physical-fitness,null,0,61,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 04:07:00,"Meditation done for today
Tried to calm down my strong emotions erupting due to the branch farewell today",null,❤️ (2),meditation,null,2,105,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 05:35:00,"What is startup productivity?
It is systemically figuring out the right things( which customers need) to build.
Efforts that doesn't allow us to know what the customers want are a waste and create no value",null,💯 (1),reading,null,1,205,2022-04-12
7.16858E+17,Khush#2152,2022-04-12 11:04:00,"Reading done 
Insights :
Best students are those who quite never believe their professors 
But at the same time one ought not to reject the data merely because one does not like what the data implies.",null,💪 (1),reading,null,1,200,2022-04-12
7.20384E+17,SimpHunter#2160,2022-04-12 11:05:00,Let you down guys woke up at 6 and did the thing around 6 30 instead of 5 still gonna push and change things around,null,❤️‍🔥 (3),physical-fitness,null,3,115,2022-04-12
7.16858E+17,Khush#2152,2022-04-12 11:08:00,"Day 5 and 6 done
One should often sit with self and observe what kind of thoughts are popping into his head , you will find there are lots of useless ,not so important thought which doesnt align with your purpose , but still we give them huge importance and end up being anxious ,sad ,tensed",null,🔥 (1),meditation,null,1,291,2022-04-12
8.11144E+17,Explorin#4311,2022-04-12 13:25:00,"Day 111 done

Have experienced Chakra meditation...meditated upon Earth, water and fire chakars which are blocked by fears, guilt, and shame respectively ❤️‍🔥",null,🔥 (2),meditation,null,2,158,2022-04-12
8.11144E+17,Explorin#4311,2022-04-12 13:27:00,"No, you have actually inspired us by standing upon your words. Let's try to do it earlier tomorrow. You have got us back ❤️‍🔥",null,null,physical-fitness,null,0,125,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 14:39:00,"Day 6 meditation done 💪 
Enjoyed the coolness which is experienced while inhaling and exhaling.

Observed that the thoughts popping up were mostly about the past. 
So, is this the reason we don't envision our dream future as we are too caught up with the past?",null,null,meditation,null,0,260,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 15:36:00,"Sounds ambiguous 🤔
Needs more explanation.
Can share share more about it?",null,null,reading,null,0,73,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 16:07:00,"@utkarsh how's your reading of ""Thinking Fast and Slow"" going?",null,null,reading,null,0,62,2022-04-12
8.39754E+17,Mridul07#8201,2022-04-12 16:32:00,"Day 81 skipped 
Day 82 Done 
Day 83 skipped 
Day 84 done",null,null,physical-fitness,null,0,56,2022-04-12
7.20384E+17,SimpHunter#2160,2022-04-12 16:48:00,https://twitter.com/lifemoneymind/status/1513789306162143236?t=04sRjA-TXiWV9tIbpL5HVQ&s=19,null,💯 (2),writing,null,2,90,2022-04-12
7.47722E+17,Divyansh#4279,2022-04-12 19:09:00,"Started reading ""The mind of the strategist"" 
1st Lesson -: Great strategies originate in insights that are beyond the reach of conscious analysis, just like great works of art or great scientific discoveries. To let your mind generate those ideas you have to fuel your mind with creative & intuitive thought processes rather than rational ideas. Rationality or technical mastery is required for working out those ideas i.e. testing them, check their implications and ensure execution. Current corporate world is biased towards being rational and hence, losing the high potential ""wild ideas"" that a creative and intuitional mind delivers.",null,"❤️ (1),🔥 (2)",reading,null,3,639,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 23:38:00,"wrote something about optimizing our learning:
https://www.linkedin.com/posts/keshav-bidawatka-3323b2176_customerlearning-founders-leanstartup-activity-6919706740632543232-9jG_?utm_source=linkedin_share&utm_medium=member_desktop_web",null,null,writing,null,0,232,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 23:46:00,there's your Twitter handle🤩,null,null,writing,null,0,28,2022-04-12
7.20384E+17,SimpHunter#2160,2022-04-12 23:46:00,Yes,null,🔥 (1),writing,null,1,3,2022-04-12
7.56951E+17,Keshav Bidawatka#6333,2022-04-12 23:47:00,"makes a lot of sense💯
what do you do or are planning to do to boost your creativity ?",null,null,reading,null,0,85,2022-04-12
7.47722E+17,Divyansh#4279,2022-04-13 00:17:00,"If I have the clarity of what I am willing to convey, I can put my thoughts into it and some creative ideas might emerge. To gain that clarity I believe questioning is the key.",null,🔥 (1),reading,null,1,176,2022-04-13
7.47722E+17,Divyansh#4279,2022-04-13 00:18:00,,https://cdn.discordapp.com/attachments/917775514259845130/963511054288175144/3238165-Francis-Kingdon-Ward-Quote-Questions-are-creative-acts-of.jpg,🌟 (2),reading,image,2,,2022-04-13
7.20384E+17,SimpHunter#2160,2022-04-13 01:37:00,🔥🔥,null,null,reading,null,0,2,2022-04-13
7.56951E+17,Keshav Bidawatka#6333,2022-04-13 01:47:00,A heart touching piece on hope by @Senpai_JJ 🔥 🔥  https://theflawedfandom.com/2022/04/10/hope-pathway-to-happiness/,null,🔥 (3),writing,null,3,115,2022-04-13
7.56951E+17,Keshav Bidawatka#6333,2022-04-13 01:48:00,Loved your clarity💯,null,null,reading,null,0,19,2022-04-13
7.16858E+17,Khush#2152,2022-04-13 02:29:00,If i have to explain in one line - learn from everyone follow no one,null,null,reading,null,0,68,2022-04-13
7.16858E+17,Khush#2152,2022-04-13 02:30:00,Thats a really great insigh Divyansh and very well put up .,null,null,reading,null,0,59,2022-04-13
8.01666E+17,anuj#7534,2022-04-13 03:02:00,Inspiration!,null,null,physical-fitness,null,0,12,2022-04-13
7.47722E+17,Divyansh#4279,2022-04-13 03:56:00,Day 20 done,null,null,meditation,null,0,11,2022-04-13
7.20384E+17,SimpHunter#2160,2022-04-13 04:02:00,Day 9 done,null,null,meditation,null,0,10,2022-04-13
7.56951E+17,Keshav Bidawatka#6333,2022-04-13 05:10:00,The timeless wisdom of @Khush https://twitter.com/uniqofy/status/1513762469474619394?t=SwPI7-4dmVJuDfGEYvuO-A&s=09,null,null,writing,null,0,114,2022-04-13
7.20384E+17,SimpHunter#2160,2022-04-13 05:22:00,Did it the second time this time at 5 in the morning,null,null,physical-fitness,null,0,52,2022-04-13
7.20384E+17,SimpHunter#2160,2022-04-13 05:22:00,It's not gonna be right the first but slowly it will be enriched in your soul,null,null,physical-fitness,null,0,77,2022-04-13
8.01666E+17,anuj#7534,2022-04-13 11:25:00,Inspiration++!,null,null,physical-fitness,null,0,14,2022-04-13
7.80077E+17,Yogesh DM#4474,2022-04-13 14:50:00,Forgot to update !! I hit the gym yesterday 😅,null,null,physical-fitness,null,0,45,2022-04-13
7.80077E+17,Yogesh DM#4474,2022-04-13 14:51:00,Great Aayush 🔥🔥,null,null,physical-fitness,null,0,15,2022-04-13
7.80077E+17,Yogesh DM#4474,2022-04-13 19:25:00,And today too 💪🙂,null,null,physical-fitness,null,0,16,2022-04-13
7.20384E+17,SimpHunter#2160,2022-04-13 20:43:00,"Was reading What it takes by Stephen A Scwarzman(Founder and CEO Blackstone) and was really stunned by the first few pages.
Imagine being a investment banker at Lehman brothers in the early 1980's with Stephen being a MD and his co founder Pete being executive to running door to door to look for funds for their fund.
The shift in their life and the lifestyle degradation they chose to do for their  dreams( to create the biggest ever fund that ever existed), the story is damn too heart wrenching as of now.
Will keep you updated as I read further but one thing I learnt upto now  is, that: the best of the people are made , not born.",null,🔥 (3),reading,null,3,636,2022-04-13
8.11144E+17,Explorin#4311,2022-04-13 21:20:00,Epic! Keep igniting our fires 🔥 with your courageous actions 🤩,null,null,physical-fitness,null,0,62,2022-04-13
7.20384E+17,SimpHunter#2160,2022-04-13 23:08:00,,https://cdn.discordapp.com/attachments/917775514259845130/963855691293007933/Screenshot_2022-04-13-23-07-55-621_com.instagram.android.jpg,null,reading,image,0,,2022-04-13
7.60346E+17,argus#2468,2022-04-14 00:11:00,"Day 87, 88 done",null,null,meditation,null,0,15,2022-04-14
7.47722E+17,Divyansh#4279,2022-04-14 02:52:00,Day 21 done,null,null,meditation,null,0,11,2022-04-14
8.11144E+17,Explorin#4311,2022-04-14 05:48:00,112 & 113 Yoga and Pushups done ❤️‍🔥,null,null,physical-fitness,null,0,36,2022-04-14
7.56951E+17,Keshav Bidawatka#6333,2022-04-14 14:52:00,"Day 7 skipped. Felt the need to meditate but didn't. 
Day 8 done.",null,null,meditation,null,0,65,2022-04-14
7.20384E+17,SimpHunter#2160,2022-04-14 14:53:00,Woke up at 5 am today and did it again,null,💪 (1),physical-fitness,null,1,38,2022-04-14
7.56951E+17,Keshav Bidawatka#6333,2022-04-14 15:20:00,"Woww, that two days in a row🔥 
You are displaying iron-clad discipline Aayush ❤️‍🔥",null,null,physical-fitness,null,0,82,2022-04-14
5.38734E+17,kyubi#4824,2022-04-14 22:22:00,"Thanks for the nudge a few days back @Keshav Bidawatka , I restarted my meditation streak today. I am facing real difficulty in keeping a calm mind with physical discomfort. Although, I am positive that I will achieve the state of calmness with persistent practice.",null,"❤️‍🔥 (1),🥺 (1)",meditation,null,2,265,2022-04-14
5.38734E+17,kyubi#4824,2022-04-14 22:31:00,"Prabhu, that's an interesting point you raised there. Even I find myself caught up in the past a lot of times. This hampers the effectiveness of my present. I read somewhere, ""It is only our current actions that will be a controllable input to our dream future function. Rest other factors are out of our control"". This really helps me get over the ""past thoughts overthinking loop""",null,💯 (1),meditation,null,1,382,2022-04-14
7.56951E+17,Keshav Bidawatka#6333,2022-04-15 01:22:00,"We have your back prabhu🔥  Persistence would ease all the difficulties
Inspired to see you restart practicing mindfulness 💪 💪 

Perhaps the physical comfort presents a great opportunity to go beyond the level which you set in the past streak🍴",null,❤️ (1),meditation,null,1,242,2022-04-15
7.56951E+17,Keshav Bidawatka#6333,2022-04-15 01:24:00,"That's a great way of thinking about overthinking about the past🤩 
Thanks for it. Made my thoughts even more concrete",null,🔥 (1),meditation,null,1,117,2022-04-15
7.47722E+17,Divyansh#4279,2022-04-15 03:54:00,Day 22 done,null,null,meditation,null,0,11,2022-04-15
7.16858E+17,Khush#2152,2022-04-15 13:32:00,,https://cdn.discordapp.com/attachments/917775514259845130/964435610683179048/IMG_20220415_133057.jpg,😮 (3),reading,image,3,,2022-04-15
7.16858E+17,Khush#2152,2022-04-15 13:37:00,"Day 7 and 8 done 
Life is aimpler but we often try to make it complex with this and that , happy-sad ,excited-dull ,easy-hard , it wasnt like this when we were kids . People say we became mature well isnt this maturity causing you problem ? These are the question one should be asking one self ,dont seek them from others",null,💯 (2),meditation,null,2,321,2022-04-15
7.74644E+17,utkarsh#1616,2022-04-15 18:21:00,"Just gone through the article by @Senpai_JJ sir on Hope, it is beautifully explained about the importance of patience and hope for the better tomorrow. As said in that we always have lucrative decision to quit from any bad situation, but the point is how far you can run away from problems. If we started running away from it eventually we will get tired very soon and feel trapped in bundles of problems. So have patience, fight against it and conquer it. Take quitting as extreme last key to move forward not the first one.📍",null,💯 (4),daily-experiences,null,4,526,2022-04-15
7.91755E+17,Tanishk Mohan Bansude#9568,2022-04-15 21:17:00,"Hey guys ,
This is Tanishk Bansude from 2nd yr UG ( Metallurgy dept.). I'm from Pune , Maharashtra. I am interested in geopolitics and history ( post freedom ) . I like to write articles on topics that are in trend like the economic crisis in Shri Lanka . I am active in event management and social work . I founded an NGO during the covid in Maharashtra and it's running very sincerely till date.  I like to play volleyball . 
Speaking of campus groups , I am a part of SPIC MACAY ( content vertical ) . I am trying to do  everything that I thought I would do once in my life.  I am joining explorin because I don't know how proceed to work in my passion to achieve dream life .",null,🔥 (1),intros,null,1,679,2022-04-15
7.56951E+17,Keshav Bidawatka#6333,2022-04-15 21:35:00,"@everyone the story of a College Dream is finally out💪 

Some of you might have watched this before. It's now time to share it with your network and inspire them to pursue their dreams

Witness the journey of an IIT Roorkee student 'Mohit' where he struggles to get out of the RAT RACE to find and follow his passion. While Mohit chooses the road less travelled, he had to deal with fears, peer pressure, and placement myths. 

Watch this mini series to know if Mohit becomes capable to achieve his dreams

http://surl.li/btvty",null,null,announcements,null,0,527,2022-04-15
7.60346E+17,argus#2468,2022-04-16 00:12:00,"Day 89, 90 done",null,null,meditation,null,0,15,2022-04-16
8.11144E+17,Explorin#4311,2022-04-16 00:41:00,"Day 112-114 done

Exploring the hidden dimensions of inner light. Avg meditation time for last few weeks have been 30 min, which is sufficient enough to experience the surge of my inner energy.  However, my dream is to realize my highest self, a state of mind where inner happiness persists day n night 🧘‍♀️.",null,null,meditation,null,0,308,2022-04-16
8.11144E+17,Explorin#4311,2022-04-16 00:42:00,"Day 114 done

It's been only 5 days that I'm doing Yoga. The results are wonderful. I feel like doing Yoga for 15 min optimizes my energy levels",null,null,physical-fitness,null,0,144,2022-04-16
8.11144E+17,Explorin#4311,2022-04-16 00:43:00,https://youtu.be/s2NQhpFGIOg,null,null,physical-fitness,null,0,28,2022-04-16
5.38734E+17,kyubi#4824,2022-04-16 01:43:00,Day 2 done,null,null,meditation,null,0,10,2022-04-16
7.56951E+17,Keshav Bidawatka#6333,2022-04-16 02:14:00,"Hii Tanishk

Extremely happy to hear that you are doing what you once thought you would be doing🙂 

Inspired to see you doing social work since such a young age🔥 

Your fellow dreamers would like to read your articles in the #writing channel🌟 

Hope you find the direction towards your dream life here😋",null,null,intros,null,0,302,2022-04-16
7.47722E+17,Divyansh#4279,2022-04-16 03:04:00,Day 23 done,null,null,meditation,null,0,11,2022-04-16
7.20384E+17,SimpHunter#2160,2022-04-16 03:36:00,Day 10 skipped 11 done,null,null,meditation,null,0,22,2022-04-16
7.56951E+17,Keshav Bidawatka#6333,2022-04-16 03:36:00,"Day 9 done
The coolness going in and out of the nostrils while focusing on breath was super awesome

At one end, my mind was generating aspirational, to-do thoughts which were addictive. But at the other end I was hearing a buzzing voice inside my head which was nullifying the attraction of thoughts.

The revival of this buzzing voice shows that I am slowly reaching back to my past stillness level",null,null,meditation,null,0,400,2022-04-16
7.56951E+17,Keshav Bidawatka#6333,2022-04-16 03:53:00,"Hii @everyone 
Wanted to share something wonderful which happened today.

Today I had my quarterfinal match of the Institute Open, Lawn Tennis.
It's probably the last tournament of my college life.

A few weeks ago, I had performed badly in the Colors Trophy due to performance pressure and a strong desire to win. I was desparate to prove my passion towards tennis.
I had once aspired to be a pro player. Such is my love for Tennis.

But in this tournament I was determined not to think about the result and enjoy it to the fullest.

And I must say it was a pure bliss to play and compete today. My passion and attitude to not care about the result, brought the best out of me.

I was hitting my favourite 'inside in forehand' with sheer confidence and enjoyment.

So, the learning for me is:
 Never stain the sacredness of your passion by tying it to a result.",null,❤️‍🔥 (6),daily-experiences,null,6,862,2022-04-16
8.39754E+17,Mridul07#8201,2022-04-16 12:49:00,"Day 85 skipped 
Day 86 done
Day 87 done",null,null,physical-fitness,null,0,39,2022-04-16
